Scholarship_ID,Scholarship_Name,Amount,State,Category,Batch,Eligibility_Caste,Eligibility_Gender,Min_Percentage_Required,Course_Applicable,Application_Start_Date,Application_Deadline,Contact_Email
SCH994612,Private Sports Scholarship for Medical,23214,Himachal Pradesh,Sports,2023,All,Female,93,Any,2025-03-19,2025-04-19,contact@himachalpradeshscholarships.gov.in
SCH996779,State Sports Scholarship for Medical,37143,Bihar,Sports,2023,SC,Female,59,Any,2025-03-27,2025-06-03,contact@biharscholarships.gov.in
SCH690484,State Minority Scholarship for Arts,5798,Telangana,Minority,2025,SC,Female,85,Engineering,2025-03-25,2025-05-16,contact@telanganascholarships.gov.in
SCH883828,State Women-specific Scholarship for Any,32237,Himachal Pradesh,Women-specific,2025,OBC,All,77,Any,2025-04-27,2025-06-24,contact@himachalpradeshscholarships.gov.in
SCH62222,Private Need-based Scholarship for Commerce,21282,Telangana,Need-based,2025,ST,All,71,Engineering,2025-03-16,2025-04-28,contact@telanganascholarships.gov.in
SCH287295,National Merit-based Scholarship for Science,93729,Tamil Nadu,Merit-based,2026,OBC,All,79,Any,2025-05-04,2025-06-20,contact@tamilnaduscholarships.gov.in
SCH167688,National Need-based Scholarship for Science,47940,Gujarat,Need-based,2023,SC,All,69,Science,2025-04-11,2025-06-11,contact@gujaratscholarships.gov.in
SCH83690,National Need-based Scholarship for Engineering,30188,Uttar Pradesh,Need-based,2026,General,All,92,Arts,2025-03-23,2025-05-11,contact@uttarpradeshscholarships.gov.in
SCH326075,State Need-based Scholarship for Any,94513,Telangana,Need-based,2023,SC,Female,54,Commerce,2025-03-22,2025-04-22,contact@telanganascholarships.gov.in
SCH70424,State Sports Scholarship for Commerce,33578,Rajasthan,Sports,2026,General,Female,82,Any,2025-05-01,2025-06-16,contact@rajasthanscholarships.gov.in
SCH210951,National Minority Scholarship for Commerce,8834,Andhra Pradesh,Minority,2026,OBC,Female,60,Engineering,2025-03-16,2025-05-05,contact@andhrapradeshscholarships.gov.in
SCH584699,State Minority Scholarship for Any,28329,Kerala,Minority,2025,All,All,54,Commerce,2025-03-10,2025-04-27,contact@keralascholarships.gov.in
SCH991315,National Women-specific Scholarship for Engineering,44240,Himachal Pradesh,Women-specific,2025,SC,All,69,Arts,2025-04-24,2025-06-03,contact@himachalpradeshscholarships.gov.in
SCH992589,Private Merit-based Scholarship for Commerce,56088,Rajasthan,Merit-based,2023,OBC,All,68,Arts,2025-04-28,2025-06-06,contact@rajasthanscholarships.gov.in
SCH413854,State Research Scholarship for Medical,103696,West Bengal,Research,2024,OBC,All,89,Any,2025-03-20,2025-04-28,contact@westbengalscholarships.gov.in
SCH908184,State Research Scholarship for Engineering,111113,Delhi,Research,2023,ST,Female,69,Any,2025-04-28,2025-06-05,contact@delhischolarships.gov.in
SCH303203,State Need-based Scholarship for Commerce,78566,Rajasthan,Need-based,2024,SC,Male,57,Medical,2025-04-24,2025-06-14,contact@rajasthanscholarships.gov.in
SCH435796,National Women-specific Scholarship for Any,19848,Gujarat,Women-specific,2024,OBC,Male,77,Any,2025-03-26,2025-05-03,contact@gujaratscholarships.gov.in
SCH12625,National Merit-based Scholarship for Science,66524,Delhi,Merit-based,2023,General,All,82,Commerce,2025-03-09,2025-04-20,contact@delhischolarships.gov.in
SCH109448,National Research Scholarship for Arts,72691,Assam,Research,2023,General,Male,88,Medical,2025-03-11,2025-04-29,contact@assamscholarships.gov.in
SCH149741,Private Need-based Scholarship for Arts,13835,Himachal Pradesh,Need-based,2025,All,Female,72,Medical,2025-03-12,2025-04-20,contact@himachalpradeshscholarships.gov.in
SCH308932,Private Sports Scholarship for Engineering,11494,Karnataka,Sports,2023,All,Male,95,Medical,2025-04-28,2025-07-04,contact@karnatakascholarships.gov.in
SCH549876,Private Need-based Scholarship for Engineering,22934,Maharashtra,Need-based,2026,SC,All,87,Medical,2025-05-05,2025-06-17,contact@maharashtrascholarships.gov.in
SCH892784,National Women-specific Scholarship for Medical,28253,Uttar Pradesh,Women-specific,2024,All,Male,76,Engineering,2025-03-31,2025-05-27,contact@uttarpradeshscholarships.gov.in
SCH787044,State Merit-based Scholarship for Engineering,78121,Punjab,Merit-based,2025,SC,All,52,Engineering,2025-03-15,2025-05-15,contact@punjabscholarships.gov.in
SCH820933,National Research Scholarship for Science,198694,Punjab,Research,2025,ST,Male,85,Science,2025-04-05,2025-06-12,contact@punjabscholarships.gov.in
SCH984325,National Research Scholarship for Engineering,490956,Maharashtra,Research,2025,OBC,Male,93,Science,2025-04-27,2025-06-26,contact@maharashtrascholarships.gov.in
SCH164292,State Research Scholarship for Commerce,395268,Delhi,Research,2023,OBC,Female,75,Any,2025-04-19,2025-05-24,contact@delhischolarships.gov.in
SCH250549,National Women-specific Scholarship for Engineering,28836,Delhi,Women-specific,2024,All,Female,57,Medical,2025-03-19,2025-05-09,contact@delhischolarships.gov.in
SCH83647,State Women-specific Scholarship for Arts,43136,Telangana,Women-specific,2026,SC,Female,92,Commerce,2025-04-13,2025-05-30,contact@telanganascholarships.gov.in
SCH942326,Private Research Scholarship for Arts,127266,Tamil Nadu,Research,2023,General,Female,81,Science,2025-04-25,2025-06-23,contact@tamilnaduscholarships.gov.in
SCH442979,National Women-specific Scholarship for Engineering,11527,Karnataka,Women-specific,2023,ST,All,51,Medical,2025-04-23,2025-05-26,contact@karnatakascholarships.gov.in
SCH696800,Private Sports Scholarship for Arts,15009,Tamil Nadu,Sports,2023,General,All,83,Science,2025-03-26,2025-06-03,contact@tamilnaduscholarships.gov.in
SCH922632,State Need-based Scholarship for Any,75260,Uttar Pradesh,Need-based,2025,All,Female,84,Commerce,2025-04-07,2025-06-08,contact@uttarpradeshscholarships.gov.in
SCH510043,State Merit-based Scholarship for Engineering,60283,Andhra Pradesh,Merit-based,2026,ST,Female,52,Engineering,2025-04-04,2025-05-24,contact@andhrapradeshscholarships.gov.in
SCH524087,Private Sports Scholarship for Arts,15757,Haryana,Sports,2024,SC,All,74,Science,2025-04-07,2025-06-03,contact@haryanascholarships.gov.in
SCH389297,Private Sports Scholarship for Science,48258,Delhi,Sports,2026,ST,All,60,Commerce,2025-04-11,2025-06-23,contact@delhischolarships.gov.in
SCH820147,State Research Scholarship for Science,359877,Assam,Research,2025,SC,Female,53,Engineering,2025-03-31,2025-06-08,contact@assamscholarships.gov.in
SCH614669,State Need-based Scholarship for Arts,86541,Assam,Need-based,2025,ST,Male,77,Arts,2025-03-08,2025-05-25,contact@assamscholarships.gov.in
SCH453450,State Research Scholarship for Engineering,396680,Rajasthan,Research,2024,SC,All,55,Any,2025-03-22,2025-05-06,contact@rajasthanscholarships.gov.in
SCH937781,National Minority Scholarship for Arts,16126,Bihar,Minority,2025,General,Female,92,Science,2025-03-08,2025-05-11,contact@biharscholarships.gov.in
SCH926547,National Minority Scholarship for Any,35782,Telangana,Minority,2025,ST,All,74,Arts,2025-04-13,2025-05-14,contact@telanganascholarships.gov.in
SCH526476,National Research Scholarship for Any,403952,Delhi,Research,2026,All,All,71,Medical,2025-03-20,2025-05-10,contact@delhischolarships.gov.in
SCH713474,State Minority Scholarship for Medical,37568,Maharashtra,Minority,2023,All,Male,68,Arts,2025-04-16,2025-07-09,contact@maharashtrascholarships.gov.in
SCH535121,Private Minority Scholarship for Science,19803,Assam,Minority,2023,All,Male,87,Arts,2025-04-15,2025-07-01,contact@assamscholarships.gov.in
SCH645791,Private Merit-based Scholarship for Commerce,72294,Kerala,Merit-based,2025,General,All,69,Commerce,2025-04-03,2025-05-16,contact@keralascholarships.gov.in
SCH780656,Private Research Scholarship for Commerce,214287,Maharashtra,Research,2026,SC,All,82,Science,2025-03-19,2025-05-14,contact@maharashtrascholarships.gov.in
SCH768237,Private Merit-based Scholarship for Any,77662,Haryana,Merit-based,2026,OBC,All,79,Arts,2025-05-01,2025-06-11,contact@haryanascholarships.gov.in
SCH470700,Private Sports Scholarship for Any,8924,Telangana,Sports,2025,ST,Male,65,Medical,2025-04-09,2025-05-21,contact@telanganascholarships.gov.in
SCH489814,State Research Scholarship for Arts,485271,Maharashtra,Research,2024,ST,Female,68,Any,2025-05-04,2025-06-07,contact@maharashtrascholarships.gov.in
SCH729067,Private Minority Scholarship for Commerce,20475,Haryana,Minority,2023,OBC,Male,51,Medical,2025-04-01,2025-05-16,contact@haryanascholarships.gov.in
SCH258504,State Research Scholarship for Commerce,278659,Maharashtra,Research,2023,OBC,Male,67,Medical,2025-04-03,2025-06-13,contact@maharashtrascholarships.gov.in
SCH571380,State Minority Scholarship for Any,41091,Andhra Pradesh,Minority,2023,ST,Male,53,Engineering,2025-03-18,2025-05-28,contact@andhrapradeshscholarships.gov.in
SCH412288,State Sports Scholarship for Engineering,31673,Punjab,Sports,2023,ST,All,58,Medical,2025-05-03,2025-06-25,contact@punjabscholarships.gov.in
SCH683287,Private Sports Scholarship for Commerce,12906,Delhi,Sports,2025,ST,Male,65,Commerce,2025-04-09,2025-06-20,contact@delhischolarships.gov.in
SCH108445,State Minority Scholarship for Commerce,30555,Delhi,Minority,2024,ST,Male,59,Engineering,2025-04-27,2025-07-13,contact@delhischolarships.gov.in
SCH1261,State Need-based Scholarship for Science,63526,Haryana,Need-based,2023,ST,All,73,Any,2025-03-23,2025-06-16,contact@haryanascholarships.gov.in
SCH197222,Private Minority Scholarship for Science,36120,Delhi,Minority,2025,OBC,Female,80,Any,2025-04-19,2025-06-03,contact@delhischolarships.gov.in
SCH888539,National Minority Scholarship for Any,44702,Rajasthan,Minority,2023,OBC,Female,85,Science,2025-03-09,2025-05-31,contact@rajasthanscholarships.gov.in
SCH890587,Private Women-specific Scholarship for Arts,49908,Maharashtra,Women-specific,2024,ST,Female,50,Science,2025-03-14,2025-05-17,contact@maharashtrascholarships.gov.in
SCH711774,National Minority Scholarship for Medical,24491,Kerala,Minority,2024,ST,All,70,Any,2025-03-20,2025-06-13,contact@keralascholarships.gov.in
SCH809807,State Merit-based Scholarship for Engineering,74447,Telangana,Merit-based,2026,SC,All,77,Engineering,2025-04-06,2025-06-22,contact@telanganascholarships.gov.in
SCH189361,State Women-specific Scholarship for Commerce,9349,Haryana,Women-specific,2025,ST,All,51,Engineering,2025-03-29,2025-05-24,contact@haryanascholarships.gov.in
SCH85088,State Women-specific Scholarship for Any,13918,Haryana,Women-specific,2024,SC,Female,86,Engineering,2025-03-07,2025-05-01,contact@haryanascholarships.gov.in
SCH922295,National Need-based Scholarship for Commerce,95089,Delhi,Need-based,2026,SC,Female,80,Any,2025-04-24,2025-06-01,contact@delhischolarships.gov.in
SCH779623,National Minority Scholarship for Any,43864,Gujarat,Minority,2025,OBC,Male,76,Arts,2025-04-28,2025-06-17,contact@gujaratscholarships.gov.in
SCH81798,State Research Scholarship for Commerce,167695,Haryana,Research,2023,All,All,89,Any,2025-03-08,2025-06-06,contact@haryanascholarships.gov.in
SCH913249,State Merit-based Scholarship for Medical,44312,Karnataka,Merit-based,2024,General,Female,89,Science,2025-04-20,2025-07-13,contact@karnatakascholarships.gov.in
SCH344343,National Need-based Scholarship for Arts,32298,Kerala,Need-based,2023,General,All,83,Science,2025-05-06,2025-07-11,contact@keralascholarships.gov.in
SCH626003,State Women-specific Scholarship for Engineering,19711,Uttar Pradesh,Women-specific,2024,SC,Female,81,Science,2025-04-21,2025-06-03,contact@uttarpradeshscholarships.gov.in
SCH79773,National Research Scholarship for Commerce,163018,Gujarat,Research,2024,ST,Male,76,Medical,2025-04-28,2025-06-15,contact@gujaratscholarships.gov.in
SCH136467,State Minority Scholarship for Medical,45480,Andhra Pradesh,Minority,2024,SC,All,93,Any,2025-04-04,2025-07-01,contact@andhrapradeshscholarships.gov.in
SCH785200,National Merit-based Scholarship for Science,27459,Uttar Pradesh,Merit-based,2026,OBC,All,74,Any,2025-05-01,2025-06-20,contact@uttarpradeshscholarships.gov.in
SCH525810,Private Women-specific Scholarship for Arts,9787,Telangana,Women-specific,2023,General,Female,65,Science,2025-03-13,2025-05-17,contact@telanganascholarships.gov.in
SCH546859,Private Sports Scholarship for Commerce,7982,Rajasthan,Sports,2026,SC,Female,92,Arts,2025-03-07,2025-04-22,contact@rajasthanscholarships.gov.in
SCH968947,National Sports Scholarship for Commerce,16755,Gujarat,Sports,2026,SC,Female,58,Engineering,2025-03-23,2025-05-02,contact@gujaratscholarships.gov.in
SCH992387,Private Women-specific Scholarship for Science,14292,Punjab,Women-specific,2025,General,Male,81,Arts,2025-03-23,2025-04-29,contact@punjabscholarships.gov.in
SCH588798,State Research Scholarship for Arts,371352,Rajasthan,Research,2025,All,Female,77,Medical,2025-04-29,2025-07-16,contact@rajasthanscholarships.gov.in
SCH375219,State Women-specific Scholarship for Medical,41416,Punjab,Women-specific,2026,General,Male,59,Engineering,2025-04-30,2025-07-28,contact@punjabscholarships.gov.in
SCH642121,National Need-based Scholarship for Science,44108,Karnataka,Need-based,2026,ST,Male,81,Engineering,2025-03-17,2025-05-31,contact@karnatakascholarships.gov.in
SCH697627,Private Minority Scholarship for Commerce,36798,Uttar Pradesh,Minority,2023,OBC,Male,72,Engineering,2025-04-05,2025-06-05,contact@uttarpradeshscholarships.gov.in
SCH939703,National Minority Scholarship for Medical,38340,Himachal Pradesh,Minority,2024,All,Male,83,Commerce,2025-04-28,2025-06-14,contact@himachalpradeshscholarships.gov.in
SCH119846,National Research Scholarship for Medical,452786,Haryana,Research,2023,SC,Male,68,Any,2025-04-07,2025-06-19,contact@haryanascholarships.gov.in
SCH648972,State Research Scholarship for Commerce,105611,Delhi,Research,2024,General,Male,79,Any,2025-04-29,2025-06-18,contact@delhischolarships.gov.in
SCH558715,Private Research Scholarship for Arts,361534,West Bengal,Research,2025,General,All,89,Science,2025-04-18,2025-05-18,contact@westbengalscholarships.gov.in
SCH413004,Private Women-specific Scholarship for Commerce,13475,Punjab,Women-specific,2023,SC,Female,53,Any,2025-03-20,2025-06-13,contact@punjabscholarships.gov.in
SCH285866,Private Sports Scholarship for Science,11065,Bihar,Sports,2024,OBC,Female,55,Engineering,2025-04-01,2025-05-17,contact@biharscholarships.gov.in
SCH199202,State Need-based Scholarship for Science,47347,Himachal Pradesh,Need-based,2024,General,Female,81,Science,2025-04-17,2025-07-04,contact@himachalpradeshscholarships.gov.in
SCH436635,Private Women-specific Scholarship for Medical,28530,Maharashtra,Women-specific,2025,All,Male,81,Science,2025-04-18,2025-05-24,contact@maharashtrascholarships.gov.in
SCH137496,State Research Scholarship for Commerce,364751,Tamil Nadu,Research,2026,SC,All,61,Science,2025-04-03,2025-05-08,contact@tamilnaduscholarships.gov.in
SCH515569,National Merit-based Scholarship for Commerce,54793,Telangana,Merit-based,2024,OBC,Female,83,Any,2025-04-05,2025-06-17,contact@telanganascholarships.gov.in
SCH399231,State Minority Scholarship for Science,10189,Bihar,Minority,2026,SC,Male,58,Any,2025-05-04,2025-07-24,contact@biharscholarships.gov.in
SCH158247,Private Need-based Scholarship for Science,48729,Maharashtra,Need-based,2023,General,All,56,Commerce,2025-04-12,2025-05-15,contact@maharashtrascholarships.gov.in
SCH314247,National Research Scholarship for Science,396478,Telangana,Research,2025,SC,Female,87,Engineering,2025-04-22,2025-06-27,contact@telanganascholarships.gov.in
SCH257025,Private Merit-based Scholarship for Any,70670,Andhra Pradesh,Merit-based,2024,ST,Male,55,Science,2025-03-18,2025-06-06,contact@andhrapradeshscholarships.gov.in
SCH170344,Private Minority Scholarship for Any,34818,Maharashtra,Minority,2026,All,Female,71,Medical,2025-04-24,2025-07-05,contact@maharashtrascholarships.gov.in
SCH670965,National Need-based Scholarship for Any,89174,Himachal Pradesh,Need-based,2023,ST,All,51,Engineering,2025-03-23,2025-06-16,contact@himachalpradeshscholarships.gov.in
SCH925992,National Merit-based Scholarship for Medical,95957,Tamil Nadu,Merit-based,2026,All,All,81,Arts,2025-04-06,2025-06-04,contact@tamilnaduscholarships.gov.in
SCH23489,Private Women-specific Scholarship for Any,49243,Rajasthan,Women-specific,2025,General,Male,58,Engineering,2025-04-01,2025-06-21,contact@rajasthanscholarships.gov.in
SCH142798,National Merit-based Scholarship for Any,34670,Himachal Pradesh,Merit-based,2024,ST,All,59,Any,2025-04-30,2025-05-31,contact@himachalpradeshscholarships.gov.in
SCH290148,Private Research Scholarship for Commerce,150094,Karnataka,Research,2026,OBC,Female,77,Engineering,2025-03-12,2025-04-30,contact@karnatakascholarships.gov.in
SCH640078,National Need-based Scholarship for Any,68361,Delhi,Need-based,2023,ST,All,65,Medical,2025-04-07,2025-06-06,contact@delhischolarships.gov.in
SCH338802,State Sports Scholarship for Engineering,26879,Maharashtra,Sports,2026,ST,Female,87,Commerce,2025-03-07,2025-04-12,contact@maharashtrascholarships.gov.in
SCH958371,State Merit-based Scholarship for Science,73714,Maharashtra,Merit-based,2026,OBC,All,53,Commerce,2025-04-08,2025-06-14,contact@maharashtrascholarships.gov.in
SCH655661,Private Research Scholarship for Arts,340065,Andhra Pradesh,Research,2026,ST,Male,81,Commerce,2025-03-11,2025-04-27,contact@andhrapradeshscholarships.gov.in
SCH445489,Private Research Scholarship for Science,60908,Rajasthan,Research,2024,ST,Female,78,Medical,2025-03-17,2025-05-04,contact@rajasthanscholarships.gov.in
SCH716706,Private Sports Scholarship for Arts,44459,Karnataka,Sports,2026,OBC,Female,95,Science,2025-04-30,2025-07-22,contact@karnatakascholarships.gov.in
SCH53437,Private Women-specific Scholarship for Any,28609,Telangana,Women-specific,2024,All,Male,68,Any,2025-04-26,2025-06-25,contact@telanganascholarships.gov.in
SCH857506,State Women-specific Scholarship for Medical,16356,Bihar,Women-specific,2026,General,Female,81,Arts,2025-03-19,2025-04-28,contact@biharscholarships.gov.in
SCH78181,Private Need-based Scholarship for Engineering,12376,Karnataka,Need-based,2025,SC,All,60,Medical,2025-03-29,2025-06-23,contact@karnatakascholarships.gov.in
SCH669911,State Merit-based Scholarship for Science,24938,Assam,Merit-based,2023,All,Male,81,Arts,2025-04-15,2025-05-29,contact@assamscholarships.gov.in
SCH922719,National Minority Scholarship for Commerce,22530,Punjab,Minority,2023,General,Female,79,Engineering,2025-05-03,2025-06-11,contact@punjabscholarships.gov.in
SCH543068,Private Sports Scholarship for Engineering,41862,Delhi,Sports,2023,OBC,All,57,Medical,2025-03-09,2025-05-10,contact@delhischolarships.gov.in
SCH707885,Private Need-based Scholarship for Arts,67870,Rajasthan,Need-based,2026,General,Male,91,Arts,2025-04-24,2025-06-25,contact@rajasthanscholarships.gov.in
SCH19371,National Need-based Scholarship for Medical,67554,Punjab,Need-based,2023,OBC,Female,71,Arts,2025-04-02,2025-06-20,contact@punjabscholarships.gov.in
SCH418962,State Merit-based Scholarship for Arts,64396,Haryana,Merit-based,2024,OBC,All,76,Medical,2025-03-30,2025-06-08,contact@haryanascholarships.gov.in
SCH186209,State Research Scholarship for Science,290518,Gujarat,Research,2025,General,Female,59,Engineering,2025-05-06,2025-07-29,contact@gujaratscholarships.gov.in
SCH52865,State Merit-based Scholarship for Arts,62645,Bihar,Merit-based,2026,General,Female,52,Any,2025-04-25,2025-06-04,contact@biharscholarships.gov.in
SCH463138,National Sports Scholarship for Any,48277,Gujarat,Sports,2025,ST,Female,93,Any,2025-05-02,2025-07-04,contact@gujaratscholarships.gov.in
SCH90066,Private Women-specific Scholarship for Arts,27554,Maharashtra,Women-specific,2025,All,All,59,Any,2025-03-07,2025-05-28,contact@maharashtrascholarships.gov.in
SCH111634,Private Research Scholarship for Medical,335435,Tamil Nadu,Research,2026,SC,All,75,Medical,2025-04-15,2025-07-04,contact@tamilnaduscholarships.gov.in
SCH712783,National Merit-based Scholarship for Commerce,53842,Maharashtra,Merit-based,2024,All,All,68,Medical,2025-03-31,2025-06-15,contact@maharashtrascholarships.gov.in
SCH135376,Private Sports Scholarship for Arts,39166,Bihar,Sports,2024,General,Male,84,Commerce,2025-03-28,2025-06-14,contact@biharscholarships.gov.in
SCH925347,State Need-based Scholarship for Any,65410,Kerala,Need-based,2023,SC,Female,90,Commerce,2025-04-08,2025-05-15,contact@keralascholarships.gov.in
SCH236124,National Merit-based Scholarship for Any,26351,Rajasthan,Merit-based,2023,ST,Female,65,Any,2025-04-04,2025-05-23,contact@rajasthanscholarships.gov.in
SCH360489,State Minority Scholarship for Arts,48707,Karnataka,Minority,2024,ST,All,65,Engineering,2025-04-26,2025-07-17,contact@karnatakascholarships.gov.in
SCH897675,Private Sports Scholarship for Medical,28676,Punjab,Sports,2024,ST,Female,55,Engineering,2025-04-05,2025-05-11,contact@punjabscholarships.gov.in
SCH650182,National Research Scholarship for Science,162608,Assam,Research,2025,All,Female,87,Commerce,2025-04-04,2025-05-08,contact@assamscholarships.gov.in
SCH613546,Private Minority Scholarship for Science,46711,Tamil Nadu,Minority,2026,ST,Male,59,Commerce,2025-04-03,2025-05-31,contact@tamilnaduscholarships.gov.in
SCH309953,Private Research Scholarship for Science,117835,Gujarat,Research,2023,OBC,Female,80,Engineering,2025-04-21,2025-06-22,contact@gujaratscholarships.gov.in
SCH140399,State Sports Scholarship for Engineering,44426,Haryana,Sports,2023,General,Female,86,Arts,2025-04-30,2025-06-25,contact@haryanascholarships.gov.in
SCH679140,National Sports Scholarship for Engineering,29344,Assam,Sports,2025,SC,Female,51,Medical,2025-03-26,2025-05-18,contact@assamscholarships.gov.in
SCH654279,State Sports Scholarship for Engineering,24999,Gujarat,Sports,2024,OBC,All,81,Engineering,2025-05-02,2025-06-19,contact@gujaratscholarships.gov.in
SCH861021,State Sports Scholarship for Engineering,7928,Delhi,Sports,2025,All,Female,71,Science,2025-04-02,2025-06-01,contact@delhischolarships.gov.in
SCH428188,Private Women-specific Scholarship for Medical,14078,West Bengal,Women-specific,2026,ST,All,78,Medical,2025-04-08,2025-06-17,contact@westbengalscholarships.gov.in
SCH347063,Private Merit-based Scholarship for Any,91735,Punjab,Merit-based,2024,ST,Female,84,Engineering,2025-04-02,2025-05-26,contact@punjabscholarships.gov.in
SCH710072,State Women-specific Scholarship for Any,10801,Uttar Pradesh,Women-specific,2023,All,All,95,Arts,2025-05-01,2025-06-10,contact@uttarpradeshscholarships.gov.in
SCH208400,Private Women-specific Scholarship for Engineering,17610,Delhi,Women-specific,2023,All,All,62,Science,2025-04-15,2025-06-18,contact@delhischolarships.gov.in
SCH768175,Private Merit-based Scholarship for Commerce,33559,Andhra Pradesh,Merit-based,2024,OBC,All,87,Science,2025-03-08,2025-04-24,contact@andhrapradeshscholarships.gov.in
SCH146061,Private Sports Scholarship for Arts,31332,Bihar,Sports,2026,General,Female,77,Medical,2025-04-13,2025-05-15,contact@biharscholarships.gov.in
SCH211738,Private Merit-based Scholarship for Arts,60070,Telangana,Merit-based,2023,General,All,60,Arts,2025-03-23,2025-04-27,contact@telanganascholarships.gov.in
SCH782709,State Need-based Scholarship for Engineering,30214,Gujarat,Need-based,2026,OBC,Male,89,Arts,2025-03-26,2025-06-24,contact@gujaratscholarships.gov.in
SCH595925,Private Merit-based Scholarship for Engineering,49062,Haryana,Merit-based,2025,OBC,Female,70,Arts,2025-03-31,2025-05-06,contact@haryanascholarships.gov.in
SCH137144,National Merit-based Scholarship for Medical,41407,Tamil Nadu,Merit-based,2024,ST,All,82,Science,2025-04-24,2025-07-01,contact@tamilnaduscholarships.gov.in
SCH189481,National Minority Scholarship for Arts,35462,Delhi,Minority,2023,ST,Male,76,Any,2025-04-11,2025-06-06,contact@delhischolarships.gov.in
SCH758583,State Merit-based Scholarship for Commerce,86830,Karnataka,Merit-based,2024,All,All,58,Arts,2025-04-19,2025-05-25,contact@karnatakascholarships.gov.in
SCH149302,National Research Scholarship for Any,312370,Telangana,Research,2024,SC,All,60,Medical,2025-03-20,2025-06-08,contact@telanganascholarships.gov.in
SCH346062,State Sports Scholarship for Engineering,5065,Telangana,Sports,2025,OBC,Male,53,Science,2025-04-28,2025-06-26,contact@telanganascholarships.gov.in
SCH952841,State Sports Scholarship for Any,29913,Kerala,Sports,2024,All,All,68,Engineering,2025-03-29,2025-06-20,contact@keralascholarships.gov.in
SCH740411,Private Women-specific Scholarship for Commerce,9583,Haryana,Women-specific,2026,General,Male,85,Arts,2025-03-26,2025-04-30,contact@haryanascholarships.gov.in
SCH967323,Private Need-based Scholarship for Commerce,51720,Telangana,Need-based,2025,SC,All,78,Arts,2025-05-02,2025-07-14,contact@telanganascholarships.gov.in
SCH787274,State Women-specific Scholarship for Arts,18803,Karnataka,Women-specific,2025,General,All,58,Any,2025-04-05,2025-06-12,contact@karnatakascholarships.gov.in
SCH376931,State Sports Scholarship for Engineering,5627,Andhra Pradesh,Sports,2026,All,All,95,Science,2025-04-19,2025-05-30,contact@andhrapradeshscholarships.gov.in
SCH807654,National Sports Scholarship for Any,47681,Tamil Nadu,Sports,2023,ST,All,57,Arts,2025-03-11,2025-05-14,contact@tamilnaduscholarships.gov.in
SCH340099,State Sports Scholarship for Science,16612,Tamil Nadu,Sports,2023,General,Female,73,Medical,2025-04-29,2025-07-17,contact@tamilnaduscholarships.gov.in
SCH853592,National Merit-based Scholarship for Any,12592,Uttar Pradesh,Merit-based,2025,OBC,Male,89,Any,2025-04-24,2025-06-10,contact@uttarpradeshscholarships.gov.in
SCH578627,National Women-specific Scholarship for Medical,37362,Maharashtra,Women-specific,2025,ST,All,95,Commerce,2025-03-30,2025-05-01,contact@maharashtrascholarships.gov.in
SCH709502,National Merit-based Scholarship for Any,61915,Himachal Pradesh,Merit-based,2025,All,All,81,Medical,2025-03-14,2025-06-07,contact@himachalpradeshscholarships.gov.in
SCH698847,Private Women-specific Scholarship for Commerce,49051,Himachal Pradesh,Women-specific,2024,General,All,58,Any,2025-04-19,2025-06-26,contact@himachalpradeshscholarships.gov.in
SCH709165,State Need-based Scholarship for Commerce,39879,Bihar,Need-based,2025,OBC,All,51,Any,2025-05-02,2025-07-04,contact@biharscholarships.gov.in
SCH712966,Private Women-specific Scholarship for Science,5128,Kerala,Women-specific,2023,SC,Female,76,Arts,2025-05-06,2025-07-02,contact@keralascholarships.gov.in
SCH151986,Private Women-specific Scholarship for Science,37477,Delhi,Women-specific,2023,OBC,Male,67,Science,2025-03-30,2025-06-01,contact@delhischolarships.gov.in
SCH351149,National Minority Scholarship for Science,17753,Uttar Pradesh,Minority,2023,OBC,All,77,Engineering,2025-03-28,2025-05-02,contact@uttarpradeshscholarships.gov.in
SCH641942,National Need-based Scholarship for Arts,50737,Karnataka,Need-based,2023,General,Female,77,Engineering,2025-03-11,2025-05-20,contact@karnatakascholarships.gov.in
SCH255192,National Minority Scholarship for Engineering,36036,Punjab,Minority,2023,SC,All,65,Engineering,2025-03-22,2025-05-12,contact@punjabscholarships.gov.in
SCH716283,Private Merit-based Scholarship for Science,85882,Uttar Pradesh,Merit-based,2023,General,Female,70,Any,2025-03-14,2025-04-18,contact@uttarpradeshscholarships.gov.in
SCH338752,National Need-based Scholarship for Science,17181,Bihar,Need-based,2026,General,Male,93,Engineering,2025-03-26,2025-06-03,contact@biharscholarships.gov.in
SCH584655,State Minority Scholarship for Science,11280,Assam,Minority,2026,OBC,All,92,Commerce,2025-04-15,2025-07-02,contact@assamscholarships.gov.in
SCH95076,State Research Scholarship for Science,466895,Andhra Pradesh,Research,2023,SC,All,93,Engineering,2025-04-03,2025-06-28,contact@andhrapradeshscholarships.gov.in
SCH217492,State Sports Scholarship for Commerce,17614,Uttar Pradesh,Sports,2023,All,All,54,Commerce,2025-03-13,2025-04-18,contact@uttarpradeshscholarships.gov.in
SCH77988,National Sports Scholarship for Any,38351,Himachal Pradesh,Sports,2026,ST,All,89,Science,2025-03-23,2025-05-14,contact@himachalpradeshscholarships.gov.in
SCH950858,National Need-based Scholarship for Engineering,17928,Haryana,Need-based,2026,All,All,72,Arts,2025-03-15,2025-05-03,contact@haryanascholarships.gov.in
